Game,Winner,Sequence,XRow,XCol,ORow,OCol
game000167,X,17,3,1,0,6
game000167,X,18,1,4,2,2
game000167,X,19,3,0,6,3
game000167,X,20,0,7,2,0
game000167,X,21,6,7,0,3
game000167,X,22,7,4,5,0
game000168,X,0,7,3,2,2
game000168,X,1,5,3,5,5
game000168,X,2,2,4,3,3
game000168,X,3,2,3,0,2
game000168,X,4,2,1,0,7
game000168,X,5,6,1,7,1
game000168,X,6,1,7,6,6
game000168,X,7,5,1,3,0
game000168,X,8,7,7,0,5
game000168,X,9,5,0,3,1
game000168,X,10,3,4,7,4
game000168,X,11,1,1,0,0
game000168,X,12,4,0,1,0
game000168,X,13,4,5,5,2
game000168,X,14,1,6,5,7
game000168,X,15,4,4,4,1
game000168,X,16,1,4,1,2
game000168,X,17,3,6,7,0
game000168,X,18,4,2,2,5
game000168,X,19,6,3,4,7
game000168,X,20,2,7,6,4
game000168,X,21,7,2,2,6
game000168,X,22,4,3,0,1
game000168,X,23,1,3,4,6
game000169,X,0,7,2,6,5
game000169,X,1,2,4,1,5
game000169,X,2,4,5,7,4
game000169,X,3,1,7,5,0
game000169,X,4,1,2,7,3
game000169,X,5,5,5,7,6
game000169,X,6,4,7,3,1
game000169,X,7,4,4,6,7
game000169,X,8,0,0,2,1
game000169,X,9,3,5,1,4
game000169,X,10,5,3,0,5
game000169,X,11,3,7,6,3
game000169,X,12,4,3,7,1
game000169,X,13,1,0,0,6
game000169,X,14,4,0,7,0
game000169,X,15,0,3,1,3
game000169,X,16,0,1,3,2
game000169,X,17,0,2,4,1
game000169,X,18,5,4,4,6
game000169,X,19,6,0,1,6
game000169,X,20,2,3,2,6
game000170,O,0,1,7,1,1
game000170,O,1,4,6,6,6
game000170,O,2,3,0,3,2
game000170,O,3,4,5,2,2
game000170,O,4,2,0,3,4
game000170,O,5,3,5,4,7
game000170,O,6,4,2,4,1
game000170,O,7,0,4,1,0
game000170,O,8,0,7,5,6
game000170,O,9,1,6,5,3
game000170,O,10,7,5,0,5
game000170,O,11,6,5,1,3
game000170,O,12,3,6,1,4
game000170,O,13,1,5,7,7
game000170,O,14,3,1,2,3
game000171,X,0,6,1,2,5
game000171,X,1,1,5,0,2
game000171,X,2,0,7,5,6
game000171,X,3,4,0,6,2
game000171,X,4,3,1,2,0
game000171,X,5,5,1,4,4
game000171,X,6,4,1,7,1
game000171,X,7,5,4,6,0
game000171,X,8,7,7,7,5
game000171,X,9,5,3,6,6
game000171,X,10,5,5,0,1
game000171,X,11,3,3,1,3
game000171,X,12,1,2,6,7
game000171,X,13,6,4,2,6
game000172,X,0,7,7,4,2
game000172,X,1,5,4,7,3
game000172,X,2,0,3,2,4
game000172,X,3,6,7,5,5
game000172,X,4,7,5,2,3
game000172,X,5,5,3,7,1
game000172,X,6,6,2,6,4
game000172,X,7,3,6,1,3
game000172,X,8,2,0,6,3
game000172,X,9,0,6,4,6
game000172,X,10,3,5,4,1
game000172,X,11,3,2,4,5
game000172,X,12,0,7,1,1
game000172,X,13,4,7,1,4
game000172,X,14,0,2,7,0
game000172,X,15,2,5,5,0
game000172,X,16,4,4,5,2
game000172,X,17,2,1,6,0
game000172,X,18,2,7,5,1
game000172,X,19,5,7,7,4
game000172,X,20,4,0,1,5
game000172,X,21,0,4,2,2
game000173,O,0,6,4,6,6
game000173,O,1,5,3,0,7
game000173,O,2,4,5,0,6
game000173,O,3,1,2,2,0
game000173,O,4,7,0,1,5
game000173,O,5,7,7,6,0
game000173,O,6,5,0,4,2
game000173,O,7,3,1,7,6
game000173,O,8,5,5,1,3
game000173,O,9,7,3,5,6
game000173,O,10,1,1,4,3
game000173,O,11,0,5,4,7
game000173,O,12,0,1,6,2
game000173,O,13,2,3,7,5
game000173,O,14,4,1,4,0
game000173,O,15,5,1,7,1
game000173,O,16,6,1,0,2
game000173,O,17,3,5,2,2
game000173,O,18,0,0,4,6
game000173,O,19,4,4,2,4
game000173,O,20,6,7,1,6
game000173,O,21,3,7,7,2
game000173,O,22,7,4,1,4
game000173,O,23,0,3,2,6
game000173,O,24,5,4,1,7
game000174,X,0,2,7,0,1
game000174,X,1,5,4,3,7
game000174,X,2,6,4,5,7
game000174,X,3,5,0,1,7
game000174,X,4,5,3,3,6
game000174,X,5,4,6,0,6
game000174,X,6,4,5,7,1
game000174,X,7,2,2,4,4
game000174,X,8,4,7,1,5
game000174,X,9,2,5,6,0
game000174,X,10,1,2,0,7
game000174,X,11,5,6,0,4
game000174,X,12,4,1,2,6
game000174,X,13,0,5,4,0
game000174,X,14,1,1,4,2
game000174,X,15,5,2,0,2
game000175,X,0,3,7,0,1
game000175,X,1,6,6,2,0
game000175,X,2,3,6,5,2
game000175,X,3,2,7,7,7
game000175,X,4,0,7,4,3
game000175,X,5,7,3,5,3
game000175,X,6,5,0,7,4
game000175,X,7,6,2,7,1
game000175,X,8,2,3,4,2
game000175,X,9,6,5,0,4
game000175,X,10,5,7,1,7
game000175,X,11,2,5,3,0
game000175,X,12,7,2,7,5
game000175,X,13,2,1,4,4
game000175,X,14,1,5,5,1
game000175,X,15,3,1,4,7
game000175,X,16,6,3,5,5
game000175,X,17,0,0,4,1
game000175,X,18,4,5,3,4
game000175,X,19,0,3,6,7
game000175,X,20,3,3,1,3
game000175,X,21,1,2,3,5
game000175,X,22,1,0,0,2
game000176,X,0,3,3,4,1
game000176,X,1,1,1,7,3
game000176,X,2,6,7,7,5
game000176,X,3,2,6,7,0
game000176,X,4,0,7,5,7
game000176,X,5,2,7,5,0
game000176,X,6,1,0,4,2
game000176,X,7,6,0,3,2
game000176,X,8,7,1,5,5
game000176,X,9,7,6,3,0
game000176,X,10,5,6,4,0
game000176,X,11,2,5,7,4
game000176,X,12,6,6,1,7
game000176,X,13,5,3,3,5
game000176,X,14,0,2,6,1
game000176,X,15,6,5,1,2
game000176,X,16,3,4,4,6
game000176,X,17,3,7,0,1
game000176,X,18,2,2,6,3
game000176,X,19,2,3,0,6
game000176,X,20,2,0,7,7
game000176,X,21,5,1,4,4
game000177,X,0,3,1,2,7
game000177,X,1,5,1,7,4
game000177,X,2,4,4,3,4
game000177,X,3,0,0,3,6
game000177,X,4,2,4,7,6
game000177,X,5,2,0,2,2
game000177,X,6,6,4,7,2
game000177,X,7,4,1,1,0
game000177,X,8,1,1,7,0
game000177,X,9,5,6,6,0
game000177,X,10,5,0,7,7
game000177,X,11,0,1,5,2
game000177,X,12,6,2,0,5
game000177,X,13,6,6,4,7
game000178,O,0,1,3,0,4
game000178,O,1,5,0,5,2
game000178,O,2,1,6,6,7
game000178,O,3,1,7,5,6
game000178,O,4,2,7,7,2
game000178,O,5,7,7,5,4
game000178,O,6,7,0,0,5
game000178,O,7,1,1,0,7
game000178,O,8,7,5,6,4
game000178,O,9,3,4,7,3
game000178,O,10,2,4,0,3
game000178,O,11,7,4,3,5
game000178,O,12,6,3,4,3
game000178,O,13,5,5,4,0
game000178,O,14,0,0,5,1
game000178,O,15,7,1,6,2
game000178,O,16,4,4,1,4
game000178,O,17,2,1,4,2
game000178,O,18,4,1,3,7
game000178,O,19,1,5,6,0
game000178,O,20,4,5,4,7
game000178,O,21,3,3,6,5
game000178,O,22,2,0,6,1
game000178,O,23,1,0,0,1
game000178,O,24,3,2,7,6
game000178,O,25,5,3,3,0
game000178,O,26,2,5,2,2
game000178,O,27,1,2,0,6
game000179,X,0,5,7,1,0
game000179,X,1,4,3,1,1
game000179,X,2,4,6,0,3
game000179,X,3,2,2,0,2
game000179,X,4,2,6,6,6
game000179,X,5,4,0,5,1
game000179,X,6,4,2,6,7
game000179,X,7,5,0,4,7
game000179,X,8,1,3,6,4
game000179,X,9,0,5,3,0
game000179,X,10,6,5,7,2
game000179,X,11,5,5,3,5
game000179,X,12,1,2,0,6
game000179,X,13,0,0,7,3
game000179,X,14,3,7,1,6
game000179,X,15,0,4,0,1
game000179,X,16,7,6,7,0
game000179,X,17,6,2,1,4
game000179,X,18,6,1,3,4
game000179,X,19,6,3,5,6
game000179,X,20,4,1,2,7
game000179,X,21,2,5,7,1
game000179,X,22,5,3,1,5
game000179,X,23,0,7,5,2
game000180,X,0,0,0,4,4
game000180,X,1,3,3,0,6
game000180,X,2,5,1,5,7
game000180,X,3,1,2,4,6
game000180,X,4,7,3,7,2
game000180,X,5,3,4,1,1
game000180,X,6,4,2,4,1
game000180,X,7,4,5,0,1
game000180,X,8,0,7,3,6
game000180,X,9,1,6,7,4
game000180,X,10,4,3,1,3
game000180,X,11,5,0,4,7
game000180,X,12,5,6,6,2
game000180,X,13,6,6,1,7
game000180,X,14,3,7,2,7
game000180,X,15,3,1,1,0
game000180,X,16,6,3,5,2
game000180,X,17,0,4,6,0
game000180,X,18,7,1,3,2
game000180,X,19,7,7,0,2
game000180,X,20,6,4,1,5
game000180,X,21,2,6,0,5
game000181,O,0,1,0,5,1
game000181,O,1,7,5,1,5
game000181,O,2,3,3,2,2
game000181,O,3,4,3,4,1
game000181,O,4,4,7,2,3
game000181,O,5,1,3,6,7
game000181,O,6,0,0,0,7
game000181,O,7,6,6,0,2
game000181,O,8,7,3,4,5
game000181,O,9,6,4,1,1
game000181,O,10,6,0,6,3
game000181,O,11,0,4,6,5
game000181,O,12,4,2,3,0
game000181,O,13,2,4,4,4
game000181,O,14,1,6,5,4
game000181,O,15,0,6,0,1
game000181,O,16,3,1,5,3
game000181,O,17,7,4,5,6
game000181,O,18,2,1,7,2
game000181,O,19,6,2,2,7
game000181,O,20,1,2,7,1
game000181,O,21,3,7,2,5
game000181,O,22,5,5,2,6
game000181,O,23,4,0,7,0
game000181,O,24,6,1,2,0
game000181,O,25,3,5,1,7
game000181,O,26,0,3,3,6
game000182,O,0,2,5,2,2
game000182,O,1,3,5,5,6
game000182,O,2,4,5,1,3
game000182,O,3,0,0,3,0
game000182,O,4,4,6,2,7
game000182,O,5,5,2,2,3
game000182,O,6,0,2,4,2
game000182,O,7,0,7,7,5
game000182,O,8,1,4,5,3
game000182,O,9,0,4,3,2
game000182,O,10,4,1,0,1
game000182,O,11,3,6,1,2
game000182,O,12,7,1,6,4
game000182,O,13,1,6,3,4
game000182,O,14,5,1,5,7
game000182,O,15,4,4,7,7
game000182,O,16,2,0,4,3
game000182,O,17,0,3,3,3
game000183,X,0,6,7,1,7
game000183,X,1,1,1,0,5
game000183,X,2,2,4,7,2
game000183,X,3,4,7,3,2
game000183,X,4,2,5,3,0
game000183,X,5,4,5,6,5
game000183,X,6,3,7,6,2
game000183,X,7,5,6,2,0
game000183,X,8,3,4,5,7
game000183,X,9,4,6,1,2
game000183,X,10,6,6,5,5
game000184,O,0,0,1,0,7
game000184,O,1,1,2,3,0
game000184,O,2,4,5,3,5
game000184,O,3,7,7,5,5
game000184,O,4,5,3,6,4
game000184,O,5,2,2,3,1
game000184,O,6,2,6,4,3
game000184,O,7,2,0,0,5
game000184,O,8,7,6,1,4
game000184,O,9,1,5,5,7
game000184,O,10,3,2,3,7
game000184,O,11,2,5,6,6
game000184,O,12,4,1,4,6
game000184,O,13,5,6,4,7
game000184,O,14,4,2,2,1
game000184,O,15,5,0,7,4
game000184,O,16,0,6,1,1
game000184,O,17,4,0,7,2
game000184,O,18,4,4,3,4
game000184,O,19,7,3,6,0
game000184,O,20,7,5,1,3
game000184,O,21,0,0,2,3
game000184,O,22,7,1,0,4
game000184,O,23,5,1,6,1
game000184,O,24,3,3,0,3
game000184,O,25,5,4,3,6
game000184,O,26,6,5,2,4
game000185,O,0,6,3,0,4
game000185,O,1,5,5,2,7
game000185,O,2,4,2,3,3
game000185,O,3,7,3,6,2
game000185,O,4,4,7,1,6
game000185,O,5,3,1,7,5
game000185,O,6,2,6,6,5
game000185,O,7,2,2,3,2
game000185,O,8,4,1,4,3
game000185,O,9,5,2,3,4
game000185,O,10,7,7,4,4
game000185,O,11,7,0,1,4
game000185,O,12,2,1,3,6
game000185,O,13,0,6,0,0
game000185,O,14,0,7,2,4
game000186,O,0,6,7,5,0
game000186,O,1,4,2,6,5
game000186,O,2,7,1,2,5
game000186,O,3,5,3,0,4
game000186,O,4,6,6,5,4
game000186,O,5,7,2,4,0
game000186,O,6,5,6,4,5
game000186,O,7,0,1,2,4
game000186,O,8,4,1,2,2
game000186,O,9,4,7,3,1
game000186,O,10,0,7,4,6
game000186,O,11,2,6,6,4
game000186,O,12,6,2,5,7
game000186,O,13,1,6,0,6
game000186,O,14,7,4,3,6
game000186,O,15,1,4,5,1
game000186,O,16,1,3,3,5
game000186,O,17,3,0,1,0
game000186,O,18,4,4,0,3
game000186,O,19,2,7,5,5
game000187,O,0,7,5,2,7
game000187,O,1,3,6,5,3
game000187,O,2,4,3,7,3
game000187,O,3,7,6,4,5
game000187,O,4,1,2,4,1
game000187,O,5,3,2,5,2
game000187,O,6,2,4,3,1
game000187,O,7,1,6,6,5
game000187,O,8,4,0,6,3
game000187,O,9,3,3,5,4
game000187,O,10,4,4,6,2
game000187,O,11,6,0,2,3
game000187,O,12,5,1,0,4
game000187,O,13,1,1,3,0
game000187,O,14,0,5,1,5
game000187,O,15,2,0,5,7
game000187,O,16,6,7,5,5
game000187,O,17,0,6,6,6
game000187,O,18,4,6,5,6
game000188,X,0,2,0,3,4
game000188,X,1,3,5,1,0
game000188,X,2,6,7,0,3
game000188,X,3,1,4,5,3
game000188,X,4,5,0,6,5
game000188,X,5,0,0,5,6
game000188,X,6,2,5,0,5
game000188,X,7,0,7,3,3
game000188,X,8,4,2,2,2
game000188,X,9,6,0,2,1
game000188,X,10,2,4,7,4
game000188,X,11,3,1,1,2
game000188,X,12,5,5,5,2
game000188,X,13,2,7,7,1
game000188,X,14,6,1,0,4
game000188,X,15,5,1,7,0
game000188,X,16,1,6,6,6
game000188,X,17,7,3,7,5
game000188,X,18,6,3,1,3
game000188,X,19,0,2,5,4
game000188,X,20,4,5,7,7
game000188,X,21,4,6,5,7
game000188,X,22,0,6,3,0
game000188,X,23,7,6,0,1
game000188,X,24,4,1,3,7
game000189,X,0,7,4,2,7
game000189,X,1,5,3,6,3
game000189,X,2,4,7,7,3
game000189,X,3,5,7,2,1
game000189,X,4,3,2,0,4
game000189,X,5,6,1,1,0
game000189,X,6,4,6,7,5
game000189,X,7,6,7,0,6
game000189,X,8,6,6,5,2
game000189,X,9,5,0,3,6
game000189,X,10,1,5,2,2
game000189,X,11,5,1,0,2
game000189,X,12,0,5,1,7
game000189,X,13,6,0,3,0
game000189,X,14,1,4,4,2
game000189,X,15,7,1,2,0
game000189,X,16,7,0,0,3
game000189,X,17,5,6,6,5
game000189,X,18,1,3,7,6
game000189,X,19,4,4,0,0
game000189,X,20,4,3,1,1
game000189,X,21,4,1,1,6
game000190,X,0,7,1,3,3
game000190,X,1,0,4,7,6
game000190,X,2,1,2,0,7
game000190,X,3,6,1,4,3
game000190,X,4,5,1,5,2
game000190,X,5,7,7,1,1
game000190,X,6,6,2,2,3
game000190,X,7,1,5,7,5
game000190,X,8,2,4,0,3
game000190,X,9,4,0,4,6
game000190,X,10,0,0,0,6
game000190,X,11,0,2,6,7
game000190,X,12,3,4,6,0
game000190,X,13,5,3,5,5
game000190,X,14,1,3,3,2
game000190,X,15,1,4,2,6
game000190,X,16,2,5,5,0
game000191,O,0,7,3,4,4
game000191,O,1,7,5,7,2
game000191,O,2,4,1,6,1
game000191,O,3,3,3,0,1
game000191,O,4,2,6,0,2
game000191,O,5,2,4,3,2
game000191,O,6,1,1,0,0
game000191,O,7,6,0,7,0
game000191,O,8,6,2,2,2
game000191,O,9,3,6,1,3
game000191,O,10,4,6,7,1
game000191,O,11,5,4,4,3
game000191,O,12,6,3,5,3
game000191,O,13,4,5,0,3
game000191,O,14,0,5,4,2
game000191,O,15,6,5,5,1
game000191,O,16,6,7,1,2
game000192,O,0,4,3,1,4
game000192,O,1,0,4,5,4
game000192,O,2,6,5,0,2
game000192,O,3,7,3,1,1
game000192,O,4,2,6,2,4
game000192,O,5,2,2,7,1
game000192,O,6,1,3,2,0
game000192,O,7,3,7,4,6
game000192,O,8,1,2,6,4
game000192,O,9,5,0,0,5
game000192,O,10,3,1,4,7
game000192,O,11,2,7,6,3
game000192,O,12,6,7,5,2
game000192,O,13,7,6,3,2
game000192,O,14,4,1,3,6
game000192,O,15,7,7,1,0
game000192,O,16,4,5,3,3
game000192,O,17,0,0,6,6
game000192,O,18,7,0,2,5
game000192,O,19,6,2,5,5
game000192,O,20,5,3,4,4
game000192,O,21,7,2,0,6
game000192,O,22,2,1,0,1
game000192,O,23,1,5,4,2
game000192,O,24,0,3,5,1
game000192,O,25,0,7,6,0
game000193,O,0,7,1,3,7
game000193,O,1,0,1,2,4
game000193,O,2,7,4,1,7
game000193,O,3,1,4,0,0
game000193,O,4,7,6,3,3
game000193,O,5,5,4,4,7
game000193,O,6,4,0,2,3
game000193,O,7,5,7,2,2
game000193,O,8,1,5,7,5
game000193,O,9,6,2,3,5
game000193,O,10,2,6,3,6
game000193,O,11,1,1,2,7
game000193,O,12,6,3,3,4
game000194,X,0,0,7,3,1
game000194,X,1,5,5,1,1
game000194,X,2,5,0,6,5
game000194,X,3,2,7,2,0
game000194,X,4,3,7,4,5
game000194,X,5,7,3,5,3
game000194,X,6,1,3,2,5
game000194,X,7,1,2,7,4
game000194,X,8,6,0,5,2
game000194,X,9,7,6,3,4
game000194,X,10,3,2,5,4
game000194,X,11,0,1,5,6
game000194,X,12,2,1,0,6
game000194,X,13,7,0,6,1
game000194,X,14,4,3,1,5
game000194,X,15,2,4,6,7
game000194,X,16,1,4,7,1
game000194,X,17,0,3,1,6
game000194,X,18,6,2,3,6
game000194,X,19,6,3,3,3
game000194,X,20,1,0,2,6
game000194,X,21,7,2,2,2
game000194,X,22,6,6,5,7
game000194,X,23,3,5,7,7
game000194,X,24,0,4,3,0
game000194,X,25,6,4,0,2
game000195,X,0,2,7,3,4
game000195,X,1,7,2,4,4
game000195,X,2,0,3,7,3
game000195,X,3,0,0,4,5
game000195,X,4,0,5,4,1
game000195,X,5,0,7,2,2
game000195,X,6,0,1,2,0
game000195,X,7,1,7,5,7
game000195,X,8,3,3,2,6
game000195,X,9,1,0,1,2
game000195,X,10,3,2,0,2
game000195,X,11,5,3,5,4
game000195,X,12,0,6,6,6
game000195,X,13,2,5,6,2
game000195,X,14,2,3,5,5
game000195,X,15,7,1,6,7
game000195,X,16,6,4,3,6
game000195,X,17,4,6,7,4
game000195,X,18,3,0,5,0
game000195,X,19,3,1,1,1
game000195,X,20,7,0,5,6
game000195,X,21,7,5,5,2
game000195,X,22,4,3,2,1
game000195,X,23,2,4,3,5
game000195,X,24,1,4,6,3
game000195,X,25,4,7,1,6
game000195,X,26,7,7,5,1
game000195,X,27,4,0,6,0
game000196,O,0,2,0,4,4
game000196,O,1,2,7,3,2
game000196,O,2,0,4,2,6
game000196,O,3,3,7,0,0
game000196,O,4,6,1,4,6
game000196,O,5,5,5,5,0
game000196,O,6,5,2,0,7
game000196,O,7,0,5,7,3
game000196,O,8,3,6,7,2
game000196,O,9,2,1,7,5
game000196,O,10,7,4,2,4
game000196,O,11,5,6,7,1
game000196,O,12,5,3,6,7
game000196,O,13,0,6,1,4
game000196,O,14,5,1,3,3
game000196,O,15,5,7,3,0
game000196,O,16,1,5,1,0
game000196,O,17,1,1,3,1
game000196,O,18,4,0,4,1
game000196,O,19,6,4,0,1
game000196,O,20,1,7,6,6
game000196,O,21,1,6,3,4
game000197,O,0,2,5,6,7
game000197,O,1,2,4,7,2
game000197,O,2,1,1,4,7
game000197,O,3,0,7,7,1
game000197,O,4,3,7,1,5
game000197,O,5,1,3,4,5
game000197,O,6,2,0,1,0
game000197,O,7,3,1,2,7
game000197,O,8,7,5,3,4
game000197,O,9,6,5,4,3
game000197,O,10,4,1,0,6
game000197,O,11,7,4,5,1
game000197,O,12,1,2,3,2
game000197,O,13,5,0,5,6
game000197,O,14,5,7,7,6
game000197,O,15,5,5,3,0
game000197,O,16,6,3,3,3
game000197,O,17,7,0,6,0
game000197,O,18,1,4,6,2
game000197,O,19,6,6,6,4
game000197,O,20,2,2,4,4
game000197,O,21,7,3,2,6
game000197,O,22,3,5,2,3
game000198,O,0,0,4,2,1
game000198,O,1,7,4,6,4
game000198,O,2,2,3,6,6
game000198,O,3,5,5,1,0
game000198,O,4,5,2,1,5
game000198,O,5,3,6,1,4
game000198,O,6,7,0,5,7
game000198,O,7,3,7,4,0
game000198,O,8,2,7,0,3
game000198,O,9,6,0,0,7
game000198,O,10,0,6,5,4
game000198,O,11,3,2,4,4
game000198,O,12,5,3,6,3
game000198,O,13,7,3,0,2
game000198,O,14,1,2,7,6
game000198,O,15,2,5,6,7
game000198,O,16,0,1,4,7
game000198,O,17,2,4,3,5
game000198,O,18,4,5,1,3
game000198,O,19,4,2,6,1
game000198,O,20,4,3,2,6
game000198,O,21,7,1,6,5
game000199,t,0,4,5,5,5
game000199,t,1,7,1,4,3
game000199,t,2,6,4,2,0
game000199,t,3,0,0,1,5
game000199,t,4,2,6,5,3
game000199,t,5,5,2,2,3
game000199,t,6,7,4,7,7
game000199,t,7,3,2,6,6
game000199,t,8,5,6,4,4
game000199,t,9,3,7,7,3
game000199,t,10,4,6,1,4
game000199,t,11,0,1,6,0
game000199,t,12,1,1,6,1
game000199,t,13,0,4,0,7
game000199,t,14,7,5,1,2
game000199,t,15,0,3,7,6
game000199,t,16,4,2,3,1
game000199,t,17,0,5,6,3
game000199,t,18,4,0,0,6
game000199,t,19,1,0,3,0
game000199,t,20,2,1,5,4
game000199,t,21,2,7,0,2
game000199,t,22,2,2,5,1
game000199,t,23,3,3,3,6
game000199,t,24,4,1,1,6
game000199,t,25,1,3,7,0
game000199,t,26,7,2,4,7
game000199,t,27,1,7,6,7
game000199,t,28,6,5,5,7
game000199,t,29,2,4,5,0
game000199,t,30,2,5,3,5
game000199,t,31,3,4,6,2
game000200,O,0,0,3,1,1
game000200,O,1,2,0,6,0
game000200,O,2,2,1,1,0
game000200,O,3,7,2,7,0
game000200,O,4,3,1,1,2
game000200,O,5,0,1,4,3
game000200,O,6,5,7,2,6
game000200,O,7,3,0,3,5
game000200,O,8,6,6,4,2
game000200,O,9,3,4,6,2
game000200,O,10,5,0,4,5
game000200,O,11,2,3,5,4
game000200,O,12,2,5,7,5
game000200,O,13,3,6,6,5
game000200,O,14,6,3,4,6
game000200,O,15,0,5,7,3
game000200,O,16,1,6,1,4
game000200,O,17,0,7,5,5
game000201,O,0,1,5,4,6
game000201,O,1,6,6,0,6
game000201,O,2,4,0,1,0
game000201,O,3,4,5,5,5
game000201,O,4,6,4,5,3
game000201,O,5,3,2,6,7
game000201,O,6,4,1,1,2
game000201,O,7,2,5,4,2
game000201,O,8,3,6,3,1
game000201,O,9,4,4,4,7
game000201,O,10,6,2,7,7
game000201,O,11,3,4,0,5
game000201,O,12,0,1,3,3
game000201,O,13,3,0,1,7
game000201,O,14,2,4,7,2
game000201,O,15,1,1,6,0
game000201,O,16,2,3,7,1
game000201,O,17,0,2,5,0
game000201,O,18,1,4,5,7
game000201,O,19,7,3,6,3
game000201,O,20,7,5,6,5
game000201,O,21,2,2,1,3
game000201,O,22,6,1,3,7
game000202,X,0,7,6,2,2
game000202,X,1,1,7,1,5
game000202,X,2,1,0,0,1
game000202,X,3,3,3,5,0
game000202,X,4,3,4,5,4
game000202,X,5,4,1,3,2
game000202,X,6,6,1,1,3
game000202,X,7,6,6,7,7
game000202,X,8,4,0,5,2
game000202,X,9,0,0,2,0
game000202,X,10,6,2,0,2
game000202,X,11,2,4,7,0
game000202,X,12,0,3,0,5
game000202,X,13,3,7,4,7
game000202,X,14,2,1,3,6
game000202,X,15,2,6,6,3
game000202,X,16,7,2,2,5
game000202,X,17,7,1,3,0
game000202,X,18,1,2,4,6
game000202,X,19,0,4,4,3
game000202,X,20,5,1,0,6
game000202,X,21,6,7,3,1
game000202,X,22,4,5,4,4
game000202,X,23,5,6,1,4
game000202,X,24,7,3,3,5
game000202,X,25,1,1,6,5
game000202,X,26,5,3,2,7
game000202,X,27,0,7,2,3
game000202,X,28,4,2,5,7
game000203,X,0,2,1,1,7
game000203,X,1,2,7,5,1
game000203,X,2,3,6,0,0
game000203,X,3,6,2,4,2
game000203,X,4,1,2,5,6
game000203,X,5,0,4,4,0
game000203,X,6,1,4,5,7
game000203,X,7,0,2,1,5
game000203,X,8,2,3,1,1
game000203,X,9,5,0,4,3
game000203,X,10,5,5,0,3
game000203,X,11,2,6,3,2
game000203,X,12,3,1,7,1
game000203,X,13,2,4,5,2
game000203,X,14,4,4,6,0
game000203,X,15,6,7,4,6
game000203,X,16,3,5,0,1
game000203,X,17,7,7,7,4
game000204,O,0,0,5,0,2
game000204,O,1,6,7,7,2
game000204,O,2,5,7,1,7
game000204,O,3,0,6,3,2
game000204,O,4,6,2,0,1
game000204,O,5,5,2,6,3
game000204,O,6,7,0,4,5
game000204,O,7,2,4,2,7
game000204,O,8,3,6,3,5
game000204,O,9,1,6,0,0
game000204,O,10,7,7,3,1
game000204,O,11,4,7,0,4
game000204,O,12,1,4,1,3
game000204,O,13,7,4,6,0
game000204,O,14,4,1,3,3
game000204,O,15,7,3,0,7
game000204,O,16,5,1,1,1
game000204,O,17,4,0,4,6
game000204,O,18,5,6,6,6
game000204,O,19,5,3,5,0
game000204,O,20,5,5,0,3
game000205,X,0,5,5,1,1
game000205,X,1,1,5,7,2
game000205,X,2,0,6,7,4
game000205,X,3,2,2,6,5
game000205,X,4,0,0,4,5
game000205,X,5,3,6,0,1
game000205,X,6,5,3,2,6
game000205,X,7,3,1,0,3
game000205,X,8,1,3,4,6
game000205,X,9,0,2,4,4
game000205,X,10,6,7,1,2
game000205,X,11,3,3,7,7
game000205,X,12,1,4,2,4
game000205,X,13,5,2,0,7
game000205,X,14,6,4,0,5
game000205,X,15,3,7,6,3
game000205,X,16,6,6,5,7
game000205,X,17,5,4,3,4
game000205,X,18,7,0,4,7
game000205,X,19,3,0,7,3
game000205,X,20,3,2,0,4
game000205,X,21,5,0,2,1
game000205,X,22,1,0,2,7
game000205,X,23,6,0,5,6
game000205,X,24,2,3,7,1
game000205,X,25,4,2,4,0
game000206,X,0,2,6,7,2
game000206,X,1,4,3,3,0
game000206,X,2,3,7,6,7
game000206,X,3,2,5,7,6
game000206,X,4,7,7,0,7
game000206,X,5,6,6,4,1
game000206,X,6,3,5,4,0
game000206,X,7,3,3,1,5
game000206,X,8,6,1,3,1
game000206,X,9,0,2,5,6
game000206,X,10,4,6,1,3
game000206,X,11,1,0,6,3
game000206,X,12,1,1,1,4
game000206,X,13,4,5,2,3
game000206,X,14,5,1,6,4
game000206,X,15,5,4,5,2
game000206,X,16,5,5,1,2
game000206,X,17,0,1,4,4
game000206,X,18,0,4,0,5
game000207,O,0,6,5,1,1
game000207,O,1,5,1,2,1
game000207,O,2,5,5,5,3
game000207,O,3,2,6,6,3
game000207,O,4,2,4,4,4
game000207,O,5,0,7,7,0
game000207,O,6,1,0,7,1
game000207,O,7,1,2,4,1
game000207,O,8,1,6,6,1
game000207,O,9,2,0,1,3
game000207,O,10,7,7,4,7
game000207,O,11,0,1,3,0
game000207,O,12,1,7,2,5
game000207,O,13,1,5,3,4
game000207,O,14,5,7,7,3
game000207,O,15,0,3,6,2
game000207,O,16,1,4,0,5
game000207,O,17,3,6,4,0
game000207,O,18,4,2,4,5
game000207,O,19,3,2,0,4
game000207,O,20,4,6,5,4
game000207,O,21,6,6,3,1
game000207,O,22,7,4,6,7
game000207,O,23,2,7,5,0
game000207,O,24,0,0,4,3
game000207,O,25,6,4,2,3
game000207,O,26,3,7,6,0
game000208,X,0,6,7,7,0
game000208,X,1,2,5,1,2
game000208,X,2,7,7,1,0
game000208,X,3,3,4,6,3
game000208,X,4,3,0,4,1
game000208,X,5,4,7,2,1
